cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,uptime,power_consumption
11.12,27.61,20.74,8.3,72,828,3350,13.4,32.88,1.64,193.71
85.17,72.88,110.29,14.51,201,2180,9563,31.22,65.98,2484.13,336.13
86.43,49.84,112.19,25.27,190,1077,7013,23.24,59.35,5.36,337.8
9.97,43.92,47.56,17.77,99,754,3305,10.66,30.0,838.64,220.7
41.33,35.28,51.44,17.37,95,210,2124,18.85,39.5,1.85,257.24
85.32,81.04,117.3,6.54,213,2154,10788,26.66,63.43,223.73,365.45
10.68,29.24,38.16,11.47,28,100,1000,10.37,33.38,329.31,161.74
91.98,73.38,135.6,40.99,195,1171,6541,35.0,59.06,1.18,373.72
93.07,64.77,142.28,15.19,230,1055,7349,26.19,68.6,11.44,329.43
9.94,15.81,20.0,12.93,65,634,2163,9.88,37.48,6.05,166.28
5.0,30.95,53.75,39.32,62,547,2115,16.41,35.22,1542.05,205.98
6.84,17.08,27.33,11.34,60,666,2457,9.24,34.24,5.24,179.47
59.33,66.06,101.1,31.76,153,917,5426,34.4,51.06,10128.82,295.63
92.31,56.67,101.28,19.22,223,2103,9993,28.22,60.76,125.22,384.39
86.45,47.56,114.25,17.78,225,1283,7280,23.2,58.82,331.58,308.69
16.8,12.36,23.25,13.77,88,603,2574,9.54,30.38,176.51,204.03
40.11,55.02,83.86,23.24,148,1089,5803,19.46,43.6,4076.03,247.07
42.54,61.24,67.74,8.78,140,863,4534,16.62,43.22,421.66,240.91
89.41,47.01,126.27,7.84,199,2121,10173,29.02,59.82,1659.43,397.33
57.58,51.0,69.28,10.63,206,963,5510,22.37,53.71,2752.46,236.47
88.92,67.96,100.87,22.75,258,589,5078,24.35,62.68,12451.19,359.71
43.47,26.91,49.09,18.71,149,1066,4683,15.79,43.85,15.88,307.76
48.54,50.47,66.94,10.89,152,1572,6061,16.39,50.92,29.15,246.65
56.25,62.35,95.85,15.32,162,1811,7981,18.67,52.48,6352.23,293.55
47.5,49.25,90.58,19.48,163,1183,5680,25.38,48.89,69.22,261.25
91.16,94.19,111.22,69.84,202,1083,6990,27.79,65.24,3.3,420.63
82.21,51.94,99.23,30.9,192,879,5499,25.42,60.64,136.06,281.73
15.42,34.86,36.77,16.25,112,440,2360,12.0,38.51,1218.49,201.83
20.21,65.59,47.95,12.03,88,702,2701,16.88,32.78,1.0,218.73
5.31,9.29,20.0,6.99,34,236,1088,8.17,30.88,680.47,225.94
94.56,74.1,105.41,11.37,230,2500,10439,28.06,67.67,6.01,347.27
48.47,38.52,57.03,23.6,160,1754,6441,15.49,46.37,2009.16,261.44
17.68,5.95,32.1,14.45,92,485,2602,9.84,34.21,8.01,263.81
84.25,73.36,100.56,9.01,210,1549,7904,27.88,63.5,5.36,265.8
45.2,52.63,60.65,19.6,193,1164,5227,16.43,44.12,177.09,263.09
12.25,49.45,84.21,16.14,60,250,1408,11.31,30.99,2448.28,225.77
98.11,51.93,89.78,5.0,180,439,4393,24.35,68.65,6503.42,336.06
96.08,73.57,110.85,28.31,247,1609,8414,28.46,68.86,50.42,356.92
12.94,37.04,30.24,6.26,54,476,2329,10.79,40.25,511.33,205.21
94.98,74.58,106.11,11.11,252,2279,11042,29.72,65.9,2.7,339.49
49.11,60.22,75.67,18.86,156,1248,5925,18.9,47.88,219.32,194.73
5.0,27.47,23.55,14.81,64,338,1237,9.33,35.69,3215.34,206.81
82.03,66.85,93.72,20.47,198,1243,6523,23.63,59.78,32.29,266.72
56.18,58.31,74.76,33.21,134,1037,4985,18.19,46.26,153.01,308.25
5.0,13.18,20.45,16.61,22,100,1000,14.52,35.84,14.33,161.04
85.52,61.13,109.4,34.47,214,1327,7447,25.81,54.55,8945.68,314.69
52.52,48.14,142.55,24.29,116,990,4883,16.76,46.22,2.32,233.97
8.35,53.4,31.35,38.53,41,100,1000,11.7,34.44,4338.54,187.81
90.73,57.93,97.62,10.0,263,2009,10282,30.95,66.57,1265.07,314.88
6.57,11.44,31.79,31.91,36,128,1000,7.83,36.65,591.48,191.49
23.82,32.37,54.84,9.41,85,881,3265,11.78,32.72,28.66,198.02
12.98,96.36,49.39,9.81,41,220,1000,33.12,37.27,6367.24,239.72
49.79,55.27,73.24,27.42,159,927,4529,18.97,43.86,7852.94,263.69
93.47,76.18,109.23,28.02,303,1300,7646,30.62,67.83,18.8,299.37
18.75,36.66,30.24,13.46,54,500,2507,12.36,33.79,2.17,203.52
40.47,53.41,57.3,50.31,107,701,4244,16.94,48.2,5.37,216.68
88.63,71.66,135.23,56.22,252,778,5751,27.34,61.97,48.92,366.97
59.94,44.21,66.76,21.37,150,938,4714,19.89,49.83,50.88,306.69
90.53,49.83,119.59,18.81,225,1352,7770,25.36,66.69,1.05,337.1
17.53,23.0,23.89,22.98,65,193,1238,13.01,32.42,4.78,219.13
51.01,53.03,65.49,13.04,181,2092,9751,25.24,45.82,10534.41,292.54
42.08,10.06,68.6,13.63,148,547,3839,19.24,48.43,2.76,222.3
5.0,35.29,26.34,9.48,46,242,1248,9.55,33.61,28.42,250.61
83.27,40.12,98.65,27.4,187,1635,7733,21.66,60.81,277.57,325.12
83.71,67.7,100.23,37.97,204,1043,6200,23.45,58.56,448.85,319.39
50.51,40.84,75.04,15.03,138,461,2980,22.44,49.19,244.54,259.81
5.0,24.39,20.0,6.74,93,410,1824,8.0,37.13,3.24,203.91
50.86,17.37,47.91,33.96,141,1609,6642,14.41,52.27,1.35,303.8
92.29,73.83,118.67,10.06,209,2308,10934,25.95,60.81,38.32,331.4
89.0,87.29,108.42,7.83,229,1946,9562,27.18,63.65,15.25,347.51
91.05,64.13,146.01,21.12,184,1391,7536,24.5,63.97,10.5,311.67
77.85,85.75,99.92,13.0,183,637,5636,23.61,61.26,666.57,372.34
91.11,71.68,114.38,39.19,205,977,6344,26.83,61.77,513.54,368.24
5.0,24.02,40.88,9.44,25,205,1108,11.0,30.0,62.02,206.57
87.79,65.11,100.87,25.93,224,2500,10742,29.27,61.66,1.88,380.3
23.31,19.53,36.89,13.68,52,298,1000,10.49,38.38,193.06,150.0
18.64,35.43,32.19,9.56,69,484,1560,11.97,37.12,11.46,156.64
11.67,14.25,35.02,24.97,29,389,2345,14.23,32.64,10554.92,197.84
16.02,41.38,31.49,15.58,62,627,2841,11.35,34.58,7.59,181.88
70.78,53.64,85.23,67.4,208,1159,6550,24.34,56.78,3861.98,336.42
37.58,47.82,52.92,5.0,103,497,3065,17.83,41.86,13576.65,288.06
5.0,5.0,47.8,28.09,69,216,1000,14.9,31.9,11.77,224.0
92.68,84.19,195.85,24.94,198,2167,10541,26.69,65.87,537.61,348.69
9.15,51.79,35.67,12.14,50,720,2432,11.13,30.0,861.13,168.87
53.67,50.46,74.89,13.2,222,744,4762,19.74,46.38,2575.58,268.36
92.11,62.83,115.74,11.5,266,2500,11124,26.98,59.99,154.75,359.1
47.69,49.72,75.13,28.0,139,1563,7036,18.27,45.53,10929.04,302.07
46.17,18.47,57.77,31.49,134,1172,6556,20.83,49.4,10720.47,271.41
61.49,71.51,96.36,5.0,104,777,4334,20.81,48.53,5.07,280.22
13.01,55.19,51.33,34.44,70,713,2659,11.99,38.63,19.52,196.83
86.38,67.86,100.83,14.67,238,2500,11424,26.16,63.9,1435.67,396.75
45.56,69.92,71.2,18.57,103,896,5373,25.13,52.24,10520.75,284.53
18.33,21.51,27.1,17.7,61,638,2825,9.71,33.98,316.78,227.89
10.42,44.79,41.18,21.1,20,236,1338,12.99,36.09,303.52,217.63
71.35,62.95,95.44,12.99,190,1776,8122,20.81,62.47,1.33,278.44
8.98,38.07,43.39,25.31,39,171,1408,13.71,30.0,699.11,236.72
11.69,6.44,36.46,10.31,85,838,2958,8.62,34.37,13.4,181.82
95.04,96.07,100.5,8.12,218,2128,9792,35.0,67.46,166.2,362.91
88.18,62.71,151.34,35.45,209,1670,8282,28.09,61.35,1586.42,272.21
51.9,40.4,82.54,43.99,174,1487,5650,16.39,48.21,16.45,271.95
10.87,11.72,20.0,18.91,20,100,1401,8.49,35.99,3.19,155.26
92.29,57.62,105.76,13.16,228,1462,7689,24.42,62.51,1.06,335.22
46.26,27.91,48.52,8.11,122,1340,6455,25.01,47.95,634.55,208.65
41.04,42.25,55.6,88.7,128,448,3600,17.13,45.47,923.68,296.7
13.2,24.6,28.63,8.51,30,100,1144,11.29,38.11,17.99,160.38
94.7,59.47,100.18,46.13,262,1833,9006,27.91,60.99,143.64,399.76
96.35,53.71,104.63,31.4,278,2500,11056,24.28,65.88,211.1,371.64
5.0,30.88,24.41,8.31,68,537,1000,9.02,33.5,79.93,212.41
49.63,30.58,52.15,12.2,137,1014,4507,18.55,47.99,444.52,288.77
50.32,58.85,71.57,38.25,151,766,3955,17.55,52.87,25.05,266.31
96.75,58.69,103.69,8.33,233,1621,9261,32.1,71.54,6.53,350.22
97.57,73.59,152.56,8.3,253,2500,11026,25.97,66.54,5.72,398.73
48.86,5.78,46.32,9.66,57,367,2971,17.21,44.26,4793.32,312.31
25.76,5.0,27.37,8.77,82,757,3801,22.28,39.84,34.06,216.97
76.12,59.37,97.75,6.44,230,1582,7986,24.86,54.57,728.88,317.33
53.79,57.86,74.56,15.25,93,909,4520,22.19,46.54,610.54,240.29
18.7,33.98,31.54,19.67,73,628,3042,14.79,35.67,384.03,150.0
87.46,60.34,118.9,11.94,224,933,6713,23.62,61.43,24.91,401.81
19.38,5.0,38.41,28.19,111,754,3105,11.82,40.94,5.57,166.6
79.81,46.47,110.87,42.61,226,2302,9989,22.4,62.61,21.18,330.54
9.31,13.2,20.0,21.41,39,500,1713,10.79,30.84,7.78,150.0
53.69,46.45,86.95,14.37,153,900,4994,20.27,51.76,232.02,320.27
47.18,29.43,106.41,9.31,110,755,4185,16.51,55.98,61.46,323.53
17.67,5.0,62.75,17.37,53,343,2195,11.4,37.29,5.17,226.75
95.7,63.6,116.48,24.11,254,2197,10911,26.49,67.58,14.71,351.71
52.11,28.48,55.46,13.26,129,1283,5671,15.65,48.26,595.88,280.12
47.88,34.83,75.31,13.08,172,591,4073,15.05,44.0,5.42,227.91
97.1,59.51,106.4,5.0,243,2060,10625,25.48,66.51,1349.05,376.81
97.8,79.41,110.89,28.45,235,1066,6926,27.11,58.38,375.16,344.29
84.2,60.99,125.65,17.2,162,1291,6995,24.12,60.9,3199.33,336.21
93.78,46.37,93.85,10.5,264,1082,6468,23.32,65.68,2352.71,420.47
24.38,28.15,64.4,21.49,77,558,3189,11.32,40.17,4.93,223.0
88.23,95.0,144.94,21.56,189,1230,7709,30.35,66.45,569.58,383.45
97.42,57.22,113.66,16.51,252,1451,8009,24.44,67.39,1.93,348.65
94.06,52.28,134.73,16.42,198,1817,9024,32.97,67.96,2094.84,321.37
11.71,48.0,39.73,25.65,94,531,2465,16.51,34.58,200.82,221.63
81.22,56.68,91.42,17.72,164,504,5293,21.88,65.57,827.15,425.7
9.34,5.0,20.0,51.13,44,269,1061,11.26,36.23,259.5,177.03
98.94,43.85,116.04,12.42,267,2500,11719,28.33,65.11,3277.01,359.75
95.66,80.16,131.96,29.71,209,1143,7393,27.06,65.14,9.57,300.37
91.68,77.92,131.18,36.03,244,1687,8576,25.31,64.88,1122.8,347.47
5.0,20.23,24.04,36.14,20,126,1000,9.94,34.66,4.36,156.76
59.6,7.81,89.97,38.74,139,846,4839,20.93,54.79,1.3,295.89
83.71,74.26,103.25,20.42,202,1968,9366,24.54,65.98,539.79,335.0
84.04,48.43,87.2,11.97,190,848,6357,28.02,59.65,472.0,335.8
11.2,34.55,27.75,14.52,23,100,1000,10.58,35.95,236.67,162.38
94.12,62.35,111.39,36.58,208,1920,9542,27.33,69.6,4871.22,326.54
57.37,49.19,76.51,10.99,156,1101,5635,20.31,54.38,9.34,276.79
54.3,39.75,99.55,16.22,100,539,4048,18.66,50.94,8403.39,272.76
48.72,46.98,59.35,24.77,188,1685,6387,17.49,49.73,63.77,313.57
12.11,19.2,20.0,6.63,78,389,1951,12.28,33.23,410.38,274.61
61.43,72.21,94.76,27.68,178,1104,6149,23.79,50.56,115.95,273.02
41.06,48.62,64.68,55.3,196,2056,7805,17.15,82.01,1.74,262.91
57.38,31.82,62.8,22.49,153,686,4737,18.05,55.35,19.92,308.37
88.58,56.13,98.91,13.34,205,1680,8517,23.22,60.31,137.09,334.48
54.38,44.17,65.62,16.14,179,953,4955,17.33,51.34,2.4,287.47
36.83,27.99,48.68,42.52,144,1353,5940,14.12,45.84,1.95,206.06
79.99,68.39,110.62,19.81,199,1563,8820,23.1,59.15,9.19,345.78
16.64,65.2,51.91,30.83,41,417,2576,13.56,37.85,9.5,209.98
9.12,12.89,212.51,79.88,49,223,1300,7.52,30.96,37.89,242.32
84.85,55.42,100.04,12.58,189,1376,7736,25.38,61.58,815.65,355.85
86.74,64.99,110.24,52.41,267,2500,11213,26.73,60.28,310.67,422.82
8.83,5.0,30.27,10.9,20,258,1092,8.74,35.24,83.0,168.42
6.21,26.26,20.0,10.1,21,100,1000,9.21,30.0,9.11,186.12
57.17,35.19,61.46,41.07,132,1500,7194,22.26,47.26,14.91,287.95
88.66,78.69,111.25,17.26,211,2500,10476,25.19,63.99,4133.02,419.08
58.64,75.23,88.64,13.2,153,1009,5455,21.14,52.62,4278.35,266.79
97.6,77.03,111.22,11.74,252,1075,6804,26.55,71.03,12667.43,428.19
5.0,5.0,23.56,59.07,38,313,1543,11.6,32.49,57.09,201.27
14.65,30.94,32.85,25.67,70,309,1297,11.69,38.54,8094.71,203.99
77.27,41.46,78.53,7.22,214,1170,7353,21.19,59.96,10569.01,299.85
6.81,12.84,20.0,9.17,88,832,2947,7.78,30.56,1.99,205.06
7.66,37.23,33.72,16.33,73,467,2035,9.83,35.69,841.18,180.63
87.99,51.53,102.75,5.0,222,1897,8955,31.55,65.76,230.69,345.21
6.57,19.31,28.98,26.26,66,525,1000,16.22,32.1,1.56,195.7
17.93,49.25,87.59,16.56,40,562,2271,11.66,36.26,3.38,222.44
87.86,69.44,100.17,10.17,238,1801,9277,26.15,65.19,13725.1,361.29
61.45,42.08,120.9,39.02,142,1519,7256,20.8,56.85,3389.16,266.88
5.0,23.27,46.1,9.44,20,100,1000,11.08,32.52,3.72,228.28
18.88,25.14,27.94,5.0,63,490,1823,14.33,37.68,745.86,224.01
8.55,49.39,48.71,7.63,45,278,1411,10.82,82.8,299.76,248.66
9.82,12.99,20.0,9.68,69,525,1237,7.89,35.2,975.42,209.97
17.91,36.54,55.73,14.88,48,308,1413,13.49,40.93,2224.57,190.2
89.27,70.5,109.54,12.83,229,1716,8471,24.5,68.09,211.25,313.78
81.99,66.81,98.53,9.81,246,1949,8257,25.83,58.04,5236.7,344.86
54.61,53.57,81.43,20.04,167,1725,7499,19.48,52.8,98.65,265.83
14.36,57.2,36.62,10.02,80,346,1914,15.77,32.3,3032.0,188.06
43.28,28.14,52.93,17.21,138,1715,7142,17.33,39.75,141.1,250.44
88.69,38.87,88.78,9.11,190,1627,8353,32.35,64.41,378.07,337.79
94.85,64.22,119.64,69.38,231,2201,10912,30.26,63.11,21.12,365.12
45.26,48.99,58.26,24.31,161,1472,6686,19.43,48.32,13.13,220.89
95.52,35.5,125.57,11.08,241,1623,9081,23.22,64.15,1.19,373.3
22.49,92.54,59.31,22.34,88,491,2521,21.96,36.25,1017.48,216.03
58.02,38.39,68.56,14.62,183,1120,5786,21.33,50.03,1.26,277.08
84.08,75.09,108.72,65.87,235,2168,10979,26.49,60.33,9596.13,346.39
16.06,5.0,20.0,28.89,76,495,2378,8.86,33.91,510.55,248.99
82.32,42.62,96.4,6.69,238,1992,9737,22.27,63.12,4332.17,337.53
84.04,51.82,128.13,24.33,216,2069,10382,22.12,64.09,334.16,309.36
5.0,41.43,22.33,19.03,37,193,1000,12.96,34.33,3.58,150.0
6.1,26.97,43.39,6.97,64,505,1000,17.82,30.0,3640.04,232.98
94.38,78.85,118.6,46.22,215,2500,11648,30.32,59.51,19.61,365.8
11.99,50.66,48.5,26.82,80,450,1494,18.52,36.39,1.21,176.3
96.9,88.63,127.68,16.43,242,2027,10627,30.65,66.56,137.34,384.91
5.0,36.95,20.62,21.39,63,633,3104,15.55,30.0,80.57,203.92
12.08,37.16,34.32,14.26,63,652,2303,11.82,32.81,4.06,225.68
45.51,19.68,52.38,42.39,161,970,4377,14.62,44.03,683.61,257.27
83.87,58.7,108.7,20.4,244,963,6196,25.79,63.64,2156.69,337.23
52.25,50.16,65.81,20.64,136,1392,5411,19.11,45.13,8.76,292.69
48.45,30.21,52.06,7.66,129,1505,6619,15.0,45.69,3.67,240.17
7.26,10.13,20.0,31.85,80,300,1000,8.54,30.0,8.64,187.68
91.98,92.0,117.12,24.55,231,2474,11018,26.59,65.8,55.04,363.83
13.83,32.52,25.7,5.0,52,253,1000,21.36,38.35,23.25,150.89
17.48,5.0,20.26,41.14,51,240,1000,9.28,37.87,3171.12,204.82
6.81,5.0,43.87,17.1,34,132,1000,6.58,36.04,117.55,155.93
53.87,43.66,74.24,14.96,161,829,4162,17.96,53.34,8.22,271.58
83.17,66.28,141.24,11.35,181,2006,9699,26.58,62.85,22.1,327.72
9.2,23.72,20.0,23.67,23,264,1848,9.45,34.86,30.54,218.47
43.34,56.06,61.68,8.19,147,1469,6828,16.35,44.48,22.25,221.49
90.28,89.41,121.08,10.82,225,1369,8444,31.35,68.04,7463.59,426.07
10.66,22.94,21.42,35.45,47,347,1541,12.75,32.09,958.87,233.93
95.16,51.02,100.37,30.53,260,1678,8775,25.02,61.9,223.56,337.01
81.58,66.99,249.15,5.62,196,1937,12040,24.3,58.3,91.43,315.57
19.07,38.38,39.32,33.56,74,902,2611,12.48,41.15,2.5,187.36
82.58,62.64,91.97,10.77,214,702,5944,30.21,58.01,7738.55,348.02
7.37,39.72,28.27,7.46,53,225,1150,12.57,30.0,1441.58,204.26
47.35,67.1,103.63,15.03,119,884,4845,19.97,47.92,1.44,236.39
54.35,60.76,72.88,5.0,139,945,4679,20.61,46.9,2013.24,289.71
11.42,27.54,21.98,39.71,98,1184,3366,11.79,31.18,153.81,177.68
8.81,5.0,20.0,31.51,20,246,1000,7.12,30.62,4.1,168.87
6.48,21.9,20.0,10.27,47,283,1000,9.9,35.36,6875.14,155.96
89.93,65.67,100.15,40.53,227,1835,8614,24.69,62.74,12.55,351.01
5.0,25.82,38.65,33.13,49,318,1158,10.34,30.56,3.51,192.35
49.09,71.19,85.75,12.28,160,1628,6878,20.43,51.68,136.8,251.49
6.49,24.63,20.0,5.0,43,510,2017,11.8,30.0,1250.32,186.33
46.25,28.98,58.53,44.85,130,729,3898,16.74,48.6,410.71,253.43
46.54,44.95,64.08,13.98,118,686,4101,18.99,46.06,1577.92,331.6
50.71,22.47,60.04,11.87,130,654,3848,14.46,45.75,3.99,278.05
94.15,72.6,146.05,12.34,205,2224,10344,32.97,69.6,269.92,416.53
98.45,89.69,139.67,13.48,240,2233,10845,33.34,64.21,910.27,408.56
8.93,27.57,23.3,7.18,91,630,3263,10.2,40.05,11.9,197.2
55.66,51.42,79.07,32.68,125,609,4541,30.6,46.63,7766.83,264.47
8.02,10.13,69.88,26.43,72,705,1685,8.41,34.1,1.61,227.97
91.08,54.42,95.21,45.46,255,785,6185,23.33,61.08,1260.02,298.91
44.58,42.78,64.34,21.92,139,1081,4638,15.52,43.03,1148.83,258.37
90.96,66.91,105.01,27.79,231,1637,8553,28.88,67.84,11.96,346.24
86.96,53.01,106.12,42.71,228,2253,9837,23.14,67.55,646.18,297.04
47.39,46.34,65.15,12.85,118,460,2635,16.28,47.87,344.49,253.79
91.52,70.6,125.46,7.89,258,2500,10802,32.09,57.38,708.21,358.82
79.44,38.45,94.5,12.31,174,889,5958,20.17,61.45,1901.36,316.58
12.53,33.83,36.42,61.86,47,629,2445,12.55,33.95,366.34,259.29
56.12,59.21,78.17,18.2,149,783,4948,21.78,54.51,1598.55,287.29
90.84,63.32,117.88,8.61,186,452,4231,24.86,62.35,647.22,362.18
50.84,61.94,74.25,7.84,160,1680,8297,20.02,52.77,3189.61,288.34
8.71,41.27,60.69,35.46,34,103,1000,11.39,30.47,16.06,176.38
50.08,29.37,67.66,9.84,161,1355,5901,19.0,48.32,9.14,283.14
12.28,23.29,30.58,18.41,38,398,1132,11.74,37.45,5.75,186.9
85.43,82.82,102.07,10.93,172,1328,6911,29.49,58.57,42.9,346.78
84.54,70.85,102.69,32.64,210,1310,6931,25.63,55.61,128.21,324.63
90.58,52.5,114.57,16.09,239,2500,11138,26.23,59.63,6.77,311.87
85.88,73.33,124.35,13.96,238,1100,5883,29.87,65.33,11437.53,354.29
93.34,57.62,109.59,14.54,244,2500,10996,24.18,64.57,578.19,353.11
12.87,37.49,79.42,17.73,76,309,2171,13.66,34.17,44.84,200.99
91.07,84.01,107.14,15.5,220,1946,9753,26.49,63.86,42.48,411.74
59.58,53.55,76.36,7.97,176,1776,7472,21.34,48.86,2611.77,275.12
96.33,55.46,100.15,13.78,254,1160,6829,24.68,66.8,1343.0,385.16
5.0,6.2,20.0,63.68,54,137,1000,8.01,31.36,10992.9,305.51
92.87,69.05,128.02,6.06,185,1961,9555,29.39,66.37,13.15,372.69
12.22,26.3,37.65,19.61,47,418,2143,9.47,30.78,1277.13,206.38
9.06,45.99,31.15,16.71,41,349,1598,23.03,33.36,253.62,187.61
6.37,12.12,25.18,20.51,57,696,2746,12.84,35.65,136.22,204.84
58.19,34.22,60.26,8.83,165,1890,8077,17.26,50.15,186.89,284.41
21.59,13.63,27.57,11.57,75,649,3365,12.46,37.88,2.46,174.15
87.49,93.41,112.9,10.81,166,840,6516,28.2,63.82,4.5,352.26
77.2,54.48,100.04,11.34,216,1020,6703,25.07,57.36,98.8,342.5
20.12,32.68,35.53,15.51,81,433,2892,11.39,40.72,35.7,257.86
42.1,65.13,76.83,15.41,125,1421,5748,16.74,37.93,978.22,218.57
21.06,33.19,40.97,13.96,47,165,1627,12.36,38.75,5187.1,248.76
9.01,40.87,30.83,20.56,20,100,1000,11.49,34.58,114.92,180.46
95.43,56.75,106.63,8.52,244,2100,10087,25.58,63.87,1.44,368.69
85.6,48.0,106.82,6.85,219,1033,5813,21.86,61.01,384.73,353.32
90.41,60.82,103.72,8.86,233,2500,10909,25.84,62.55,2.39,347.01
27.65,55.19,48.52,6.51,75,886,4485,14.78,34.51,1171.91,250.57
83.19,55.64,93.42,15.25,191,1215,6716,24.82,60.28,82.67,364.67
5.0,31.96,37.05,27.7,66,931,3899,9.91,32.99,755.82,203.46
5.0,28.08,28.02,11.19,93,350,2141,9.19,32.47,1.15,168.82
46.48,49.53,70.46,7.63,180,929,4043,24.57,48.99,1.06,293.82
86.44,51.09,127.33,5.0,184,1515,8172,22.31,60.72,1.32,340.45
7.07,11.97,37.19,20.83,86,280,1000,14.68,36.18,469.51,162.1
52.25,51.96,66.07,6.73,145,944,5173,17.85,50.01,6828.16,307.67
50.63,46.08,77.74,19.62,84,894,3877,22.93,49.21,6118.8,230.91
96.0,90.45,131.58,17.12,242,1231,7268,33.9,62.49,9.76,380.76
10.45,37.5,66.75,18.11,32,409,1634,9.58,34.42,3.02,224.89
13.7,27.34,33.93,31.59,91,598,2351,12.15,33.13,2336.31,237.46
10.96,19.95,20.0,14.38,77,333,1014,9.74,34.44,10.42,198.67
89.16,58.41,103.64,5.0,208,1338,7517,23.98,62.83,38.2,353.54
42.62,52.36,192.13,10.27,126,690,3956,31.86,44.89,140.86,243.62
6.7,5.0,20.0,30.89,77,496,1721,13.23,32.27,663.63,200.21
55.72,30.02,65.09,31.2,147,980,5356,17.56,47.12,7.0,278.03
36.61,43.09,54.66,5.83,118,1232,4524,14.08,46.51,4.31,230.18
47.55,32.4,72.55,13.55,170,1982,7549,17.7,45.67,206.38,274.92
83.53,51.83,100.0,33.86,235,2500,11445,30.21,60.39,18.83,293.5
5.0,20.69,22.55,19.97,30,186,1000,12.0,32.13,11222.22,191.62
8.43,15.47,26.8,26.86,24,139,1000,9.38,30.0,18.75,198.11
94.53,64.2,105.05,24.03,254,2500,10804,25.73,55.5,11.38,381.3
94.73,65.02,118.86,21.83,241,1758,9714,28.1,68.11,773.48,360.02
5.0,36.32,22.73,14.29,40,238,1000,12.58,31.66,15.55,191.34
5.81,5.0,30.95,5.0,20,152,1000,14.55,30.0,1.96,169.14
84.48,51.14,148.63,5.0,278,2500,10317,23.34,55.99,3.96,322.86
18.37,11.56,53.73,12.86,82,355,1526,16.72,36.54,58.46,198.16
78.02,65.49,108.68,24.75,222,1833,9017,23.34,57.3,8763.13,347.89
71.54,73.66,112.33,30.04,254,2409,10129,35.0,85.42,70.51,377.68
84.78,52.24,131.64,9.0,222,2500,10980,24.53,65.84,3895.37,321.37
43.16,49.02,58.27,19.31,141,1069,5384,24.96,47.81,6079.85,303.15
14.03,27.62,23.61,28.51,95,541,1667,14.89,35.9,469.07,150.0
74.72,27.35,71.85,11.19,191,649,5169,28.79,55.08,2614.5,265.42
15.61,37.36,36.25,7.8,77,232,1538,11.99,35.78,267.15,197.17
95.92,75.93,119.6,20.43,172,911,6543,30.18,61.38,25.35,310.04
15.46,28.92,44.49,9.12,65,764,2351,11.19,30.77,6.55,164.67
36.7,40.04,48.42,7.1,151,1401,5519,16.74,43.31,381.93,287.09
88.94,69.19,111.93,36.56,227,1754,9388,29.79,62.76,92.47,422.43
23.51,31.03,47.65,34.94,97,309,1345,15.11,37.97,7909.17,234.21
13.63,21.47,31.82,56.09,67,419,1905,8.91,36.24,4.1,202.75
8.44,24.34,28.16,21.26,97,775,2479,9.04,30.0,4626.23,214.07
55.89,50.49,81.61,66.74,143,664,4331,20.11,56.91,1940.89,246.12
59.14,71.43,79.4,83.71,172,1018,4750,21.13,56.22,71.66,335.93
17.62,27.93,52.95,9.35,57,275,1832,11.73,39.9,6188.65,225.63
5.0,23.24,20.43,33.86,35,233,1000,9.47,35.92,1397.76,183.12
82.85,53.32,207.83,14.77,226,1703,7882,23.29,65.81,2.64,403.57
43.36,31.91,80.81,23.1,133,804,3948,14.41,43.14,185.98,307.02
92.25,68.94,145.96,25.63,238,882,5819,24.83,60.92,116.56,353.84
37.9,27.21,53.34,17.4,141,1210,5372,14.15,40.96,4.91,245.16
93.7,56.33,100.42,24.4,219,2122,9832,24.75,61.42,5.65,353.55
52.39,50.94,77.25,18.55,160,1008,4704,18.82,51.37,375.87,273.3
84.8,74.61,111.29,58.2,231,2500,10101,23.77,63.61,2.83,360.58
84.83,58.5,97.87,15.7,227,1925,8812,22.74,59.12,1941.84,290.11
20.05,5.57,43.93,13.56,85,571,1511,8.74,41.03,936.22,190.93
58.01,69.95,112.41,16.73,160,1145,6032,19.76,47.31,7.58,274.1
9.54,19.03,20.0,26.28,78,224,1594,22.57,34.71,174.08,169.36
85.34,66.46,119.01,30.75,190,705,5064,23.46,64.14,453.03,325.54
93.69,49.18,108.74,21.31,230,941,6233,24.66,66.21,275.55,320.44
93.57,87.2,129.31,9.01,237,1754,9035,27.41,57.61,12.84,390.88
81.2,48.26,99.52,20.95,181,1908,9471,23.75,61.64,345.96,336.39
13.31,26.58,65.6,13.65,54,150,2149,9.32,32.04,64.47,173.08
5.0,18.55,24.71,33.26,62,507,2190,8.42,34.2,407.09,159.45
91.79,78.01,114.81,13.4,207,1391,8576,35.0,64.03,5462.11,404.29
49.71,21.56,54.42,20.47,135,564,3573,15.94,46.57,221.26,262.02
88.09,65.55,208.11,13.49,201,1902,12184,26.73,58.62,2.15,318.55
11.16,28.73,70.38,47.29,20,152,2056,12.14,36.21,2.54,236.49
89.22,71.12,115.36,17.29,236,2500,10764,24.51,59.02,6.09,344.31
16.86,56.19,58.64,10.08,83,828,2759,24.23,35.42,2313.67,227.49
